customer_id;name;email;phone;city;province;registration_date;gender;age_group
CUST0041;Irfan Saputri;irfansaputri965@gmail.com;89631931491;Manado;Sulawesi Utara;26/03/2021;Male;25-34
CUST0042;Kirana Hidayat;kiranahidayat664@gmail.com;85306716572;Bogor;Jawa Barat;27/12/2021;Female;35-44
CUST0043;Bayu Cahyani;bayucahyani794@gmail.com;85776945314;Padang;Sumatera Barat;15/05/2022;Male;35-44
CUST0044;Satrio Saputri;satriosaputri30@outlook.com;85752735454;Pontianak;Kalimantan Barat;07/12/2024;Male;35-44
CUST0045;Bagus Permata;baguspermata248@gmail.com;89667837770;Bandung;Jawa Barat;26/08/2022;Male;18-24
CUST0046;Galih Sari;galihsari485@outlook.com;85885685574;Malang;Jawa Timur;30/05/2022;Male;18-24
CUST0047;Arif Kurniawan;arifkurniawan974@gmail.com;89623374989;Malang;Jawa Timur;25/07/2021;Male;35-44
CUST0048;Kirana Wardani;kiranawardani15@outlook.com;89682400842;Pekanbaru;Riau;30/07/2021;Female;35-44
CUST0049;Putra Pohan;putrapohan349@gmail.com;82104711671;Manado;Sulawesi Utara;13/07/2024;Male;35-44
CUST0050;Risma Yulianti;rismayulianti255@gmail.com;81386999386;Padang;Sumatera Barat;26/06/2023;Female;25-34
CUST0051;Yoga Yulianti;yogayulianti636@gmail.com;81291334123;Yogyakarta;DI Yogyakarta;05/02/2024;Male;18-24
CUST0052;Selvi Utami;selviutami299@gmail.com;81234471349;Semarang;Jawa Tengah;21/05/2023;Female;18-24
CUST0053;Indah Rahmawati;indahrahmawati74@yahoo.com;81224994717;Malang;Jawa Timur;04/12/2024;Female;25-34
CUST0054;Mawar Manurung;mawarmanurung83@gmail.com;87806594013;Manado;Sulawesi Utara;17/04/2024;Female;45+
CUST0055;Bintang Rahmawati;bintangrahmawati42@gmail.com;82178742967;Bandung;Jawa Barat;21/08/2023;Male;25-34
CUST0056;Shinta Santoso;shintasantoso338@yahoo.com;85674680715;Denpasar;Bali;25/10/2022;Female;18-24
CUST0057;Dion Saputra;dionsaputra474@gmail.com;85603859770;Semarang;Jawa Tengah;01/07/2022;Male;25-34
CUST0058;Rio Manurung;riomanurung30@gmail.com;89593248086;Bandung;Jawa Barat;06/04/2022;Male;45+
CUST0059;Anton Kurniawan;antonkurniawan511@yahoo.com;89648467737;Balikpapan;Kalimantan Timur;24/10/2021;Male;25-34
CUST0060;Dion Lestari;dionlestari283@gmail.com;85658404499;Pekanbaru;Riau;01/11/2021;Male;25-34
CUST0061;Salsa Tarigan;salsatarigan387@gmail.com;85753396360;Bekasi;Jawa Barat;27/08/2023;Female;35-44
CUST0062;Rendi Anggraini;rendianggraini988@gmail.com;81228951718;Padang;Sumatera Barat;01/02/2021;Male;35-44
CUST0063;Karina Anggraini;karinaanggraini481@gmail.com;85259615865;Pekanbaru;Riau;14/01/2024;Female;18-24
CUST0064;Vania Fauzi;vaniafauzi765@yahoo.com;81361172400;Bekasi;Jawa Barat;25/04/2021;Female;25-34
CUST0065;Indah Suryadi;indahsuryadi422@gmail.com;87822219693;Pekanbaru;Riau;09/04/2024;Female;18-24
CUST0066;Citra Simbolon;citrasimbolon683@outlook.com;81274821759;Malang;Jawa Timur;01/08/2024;Female;45+
CUST0067;Anton Yulianti;antonyulianti394@yahoo.com;85713695944;Jakarta;DKI Jakarta;10/09/2024;Male;25-34
CUST0068;Nabila Setiawan;nabilasetiawan764@gmail.com;85743953394;Makassar;Sulawesi Selatan;10/07/2024;Female;18-24
CUST0069;Eko Yulianti;ekoyulianti35@gmail.com;87852145623;Makassar;Sulawesi Selatan;10/01/2024;Male;35-44
CUST0070;Aulia Rahmawati;auliarahmawati264@yahoo.com;85745171236;Balikpapan;Kalimantan Timur;20/01/2023;Female;18-24
CUST0071;Citra Sembiring;citrasembiring466@gmail.com;85349651370;Pontianak;Kalimantan Barat;24/02/2024;Female;25-34
CUST0072;Maulana Hidayat;maulanahidayat932@gmail.com;89646120047;Medan;Sumatera Utara;19/07/2021;Male;18-24
CUST0073;Anggun Simbolon;anggunsimbolon687@outlook.com;89686926179;Bogor;Jawa Barat;27/07/2022;Female;18-24
CUST0074;Selvi Sinaga;selvisinaga876@yahoo.com;85315850643;Medan;Sumatera Utara;21/07/2023;Female;18-24
CUST0075;Vania Utami;vaniautami52@gmail.com;85332931839;Semarang;Jawa Tengah;23/04/2022;Female;25-34
CUST0076;Olivia Saputra;oliviasaputra880@outlook.com;82128421020;Tangerang;Banten;03/05/2022;Female;25-34
CUST0077;Citra Setiawan;citrasetiawan760@yahoo.com;85681177589;Medan;Sumatera Utara;15/07/2023;Female;25-34
CUST0078;Eko Hutapea;ekohutapea470@outlook.com;89500766177;Bandung;Jawa Barat;15/06/2021;Male;25-34
CUST0079;Wulan Rahmawati;wulanrahmawati649@gmail.com;87885698478;Pontianak;Kalimantan Barat;01/06/2023;Female;18-24
CUST0080;Maulana Tarigan;maulanatarigan441@yahoo.com;;Bogor;Jawa Barat;03/10/2022;Male;35-44
CUST0081;Indah Pohan;indahpohan94@gmail.com;81316152809;Balikpapan;Kalimantan Timur;25/02/2024;Female;25-34
CUST0082;Bella Tanjung;bellatanjung992@gmail.com;85294519832;Pekanbaru;Riau;05/04/2022;Female;35-44
CUST0083;Melati Ramadhan;melatiramadhan781@gmail.com;85293689980;Pontianak;Kalimantan Barat;09/09/2024;Female;35-44
CUST0084;Mira Rahmawati;mirarahmawati944@outlook.com;85350229612;Jakarta;DKI Jakarta;07/07/2021;Female;35-44
CUST0085;Mega Simbolon;megasimbolon162@outlook.com;85345991022;Pontianak;Kalimantan Barat;12/04/2021;Female;35-44
CUST0086;Shinta Tanjung;shintatanjung622@gmail.com;85764381561;Malang;Jawa Timur;20/10/2024;Female;35-44
CUST0087;Shinta Yulianti;shintayulianti226@gmail.com;85690034324;Malang;Jawa Timur;03/11/2022;Female;18-24
CUST0088;Lia Wardani;liawardani390@yahoo.com;85838851606;Jakarta;DKI Jakarta;31/07/2023;Female;45+
CUST0089;Irfan Tanjung;irfantanjung415@gmail.com;89664160529;Padang;Sumatera Barat;13/11/2024;Male;45+
CUST0090;Lina Suryadi;linasuryadi604@gmail.com;85681645352;Bandung;Jawa Barat;12/11/2023;Female;25-34
CUST0091;Sari Aprilia;sariaprilia745@outlook.com;89523124329;Makassar;Sulawesi Selatan;04/09/2024;Female;18-24
CUST0092;Ridho Manurung;ridhomanurung773@gmail.com;87897995527;Bandung;Jawa Barat;19/08/2023;Male;25-34
CUST0093;Tika Sari;tikasari361@gmail.com;85814770054;Bandung;Jawa Barat;13/08/2024;Female;35-44
CUST0094;Dani Utami;daniutami394@gmail.com;85798079359;Pekanbaru;Riau;24/10/2023;Male;18-24
CUST0095;Lina Hasanah;linahasanah517@gmail.com;89520377889;Yogyakarta;DI Yogyakarta;16/01/2023;Female;25-34
CUST0096;Mega Hasanah;megahasanah54@gmail.com;89551518644;Pontianak;Kalimantan Barat;04/11/2021;Female;25-34
CUST0097;Dimas Aprilia;dimasaprilia991@outlook.com;89562914865;Makassar;Sulawesi Selatan;04/10/2024;Male;35-44
CUST0098;Bintang Hutapea;bintanghutapea662@gmail.com;89568505423;Bekasi;Jawa Barat;23/09/2023;Male;18-24
CUST0099;Dimas Hidayat;dimashidayat865@outlook.com;81388805929;Depok;Jawa Barat;12/11/2021;Male;18-24
CUST0100;Raka Cahyani;rakacahyani739@yahoo.com;85706537947;Palembang;Sumatera Selatan;30/12/2023;Male;18-24
CUST0101;Putra Permata;putrapermata695@outlook.com;87877468862;Semarang;Jawa Tengah;23/05/2024;Male;18-24
CUST0102;Karina Pohan;karinapohan568@outlook.com;81381412478;Makassar;Sulawesi Selatan;15/06/2023;Female;18-24
CUST0103;Rio Aprilia;rioaprilia425@gmail.com;81268536153;Jakarta;DKI Jakarta;15/10/2022;Male;45+
CUST0104;Maulana Hasanah;maulanahasanah141@yahoo.com;81247277901;Jakarta;DKI Jakarta;09/06/2022;Male;18-24
CUST0105;Hasna Utami;hasnautami434@gmail.com;;Padang;Sumatera Barat;09/05/2021;Female;18-24
CUST0106;Teguh Sembiring;teguhsembiring648@gmail.com;;Palembang;Sumatera Selatan;14/03/2024;Male;25-34
CUST0107;Bambang Hutapea;bambanghutapea70@outlook.com;85888880670;Depok;Jawa Barat;04/02/2023;Male;25-34
CUST0108;Putri Aprilia;putriaprilia751@yahoo.com;89519520585;Yogyakarta;DI Yogyakarta;03/11/2024;Female;25-34
CUST0109;Ridho Wardani;ridhowardani65@yahoo.com;89670430305;Malang;Jawa Timur;22/11/2023;Male;25-34
CUST0110;Putra Hakim;putrahakim772@gmail.com;89534505415;Bogor;Jawa Barat;31/03/2023;Male;35-44
CUST0111;Rendi Hasanah;rendihasanah509@yahoo.com;89675841616;Pontianak;Kalimantan Barat;05/01/2022;Male;25-34
CUST0112;Rina Putri;rinaputri314@outlook.com;85796275705;Pontianak;Kalimantan Barat;10/06/2023;Female;25-34
CUST0113;Agus Hidayat;agushidayat373@gmail.com;85820297021;Palembang;Sumatera Selatan;14/08/2024;Male;25-34
CUST0114;Risma Pratama;rismapratama158@gmail.com;89575571928;Tangerang;Banten;27/03/2023;Female;25-34
CUST0115;Nia Wijaya;niawijaya512@yahoo.com;85868144739;Malang;Jawa Timur;22/11/2024;Female;45+
CUST0116;Nia Lestari;nialestari463@gmail.com;82171551884;Malang;Jawa Timur;19/11/2021;Female;35-44
CUST0117;Ridho Wardani;ridhowardani521@outlook.com;82213237058;Manado;Sulawesi Utara;26/01/2023;Male;25-34
CUST0118;Fajar Cahyani;fajarcahyani68@gmail.com;85267866912;Bekasi;Jawa Barat;08/08/2024;Male;18-24
CUST0119;Naila Aprilia;nailaaprilia900@yahoo.com;85892268018;Makassar;Sulawesi Selatan;15/09/2022;Female;18-24
CUST0120;Fatimah Hartono;fatimahhartono971@outlook.com;85841438424;Pontianak;Kalimantan Barat;29/12/2023;Female;18-24
CUST0121;Aji Sari;ajisari176@yahoo.com;89599590010;Manado;Sulawesi Utara;27/06/2022;Male;35-44
CUST0122;Pandu Cahyani;panducahyani510@gmail.com;89584473647;Bandung;Jawa Barat;11/11/2024;Male;18-24
CUST0123;Hana Simbolon;hanasimbolon349@yahoo.com;87825556258;Balikpapan;Kalimantan Timur;06/08/2021;Female;25-34
CUST0124;Tika Sinaga;tikasinaga145@yahoo.com;81304696325;Manado;Sulawesi Utara;03/10/2022;Female;18-24
CUST0125;Aulia Simbolon;auliasimbolon901@gmail.com;85270168733;Manado;Sulawesi Utara;24/12/2022;Female;18-24
CUST0126;Olivia Pohan;oliviapohan550@outlook.com;81216245650;Depok;Jawa Barat;15/04/2021;Female;25-34
CUST0127;Melati Fauzi;melatifauzi396@gmail.com;85878499121;Depok;Jawa Barat;04/02/2023;Female;35-44
CUST0128;Kirana Anggraini;kiranaanggraini617@yahoo.com;85868000257;Banjarmasin;Kalimantan Selatan;25/07/2023;Female;18-24
CUST0129;Fajar Putri;fajarputri327@gmail.com;82169495888;Pekanbaru;Riau;22/12/2024;Male;25-34
CUST0130;Dewi Ramadhan;dewiramadhan690@outlook.com;;Manado;Sulawesi Utara;12/04/2022;Female;35-44
CUST0131;Reza Hutapea;rezahutapea794@gmail.com;85623091307;Bekasi;Jawa Barat;08/05/2023;Male;18-24
CUST0132;Pandu Siregar;pandusiregar943@gmail.com;85702838578;Depok;Jawa Barat;05/10/2022;Male;45+
CUST0133;Mawar Hasanah;mawarhasanah363@gmail.com;89549733484;Palembang;Sumatera Selatan;02/09/2022;Female;35-44
CUST0134;Rian Manurung;rianmanurung492@outlook.com;85384419866;Tangerang;Banten;27/10/2021;Male;25-34
CUST0135;Fatimah Nugroho;fatimahnugroho947@outlook.com;85747338484;Makassar;Sulawesi Selatan;12/08/2021;Female;25-34
CUST0136;Hadi Setiawan;hadisetiawan232@gmail.com;89530165712;Jakarta;DKI Jakarta;02/02/2024;Male;45+
CUST0137;Karina Pohan;karinapohan667@gmail.com;82245401938;Surabaya;Jawa Timur;25/12/2021;Female;25-34
CUST0138;Eko Iskandar;ekoiskandar191@gmail.com;89640049915;Malang;Jawa Timur;20/07/2023;Male;45+
CUST0139;Zahra Lestari;zahralestari480@gmail.com;85231527420;Bekasi;Jawa Barat;28/08/2022;Female;25-34
CUST0140;Adi Cahyani;adicahyani847@gmail.com;85685161227;Bekasi;Jawa Barat;24/05/2022;Male;18-24
CUST0141;Selvi Rahmawati;selvirahmawati310@outlook.com;87890453017;Malang;Jawa Timur;24/11/2021;Female;25-34
CUST0142;Fatimah Yulianti;fatimahyulianti655@gmail.com;85259332727;Pontianak;Kalimantan Barat;05/02/2023;Female;25-34
CUST0143;Hana Sembiring;hanasembiring781@yahoo.com;82291878519;Medan;Sumatera Utara;07/05/2021;Female;35-44
CUST0144;Yusuf Ginting;yusufginting154@gmail.com;82158713971;Banjarmasin;Kalimantan Selatan;02/07/2023;Male;35-44
CUST0145;Aulia Halim;auliahalim578@gmail.com;81287406403;Manado;Sulawesi Utara;30/05/2021;Female;18-24
CUST0146;Putri Sembiring;putrisembiring958@gmail.com;81370462265;Depok;Jawa Barat;08/07/2023;Female;35-44
CUST0147;Rendi Nugroho;rendinugroho137@gmail.com;89551286823;Jakarta;DKI Jakarta;16/02/2021;Male;45+
CUST0148;Hasna Sembiring;hasnasembiring545@gmail.com;85633752431;Surabaya;Jawa Timur;14/09/2024;Female;25-34
CUST0149;Andi Suryadi;andisuryadi69@yahoo.com;81390790306;Padang;Sumatera Barat;25/04/2022;Male;25-34
CUST0150;Raka Setiawan;rakasetiawan516@yahoo.com;85239599534;Makassar;Sulawesi Selatan;14/09/2024;Male;25-34
CUST0151;Tika Setiawan;tikasetiawan972@gmail.com;87826870568;Bekasi;Jawa Barat;27/11/2024;Female;25-34
CUST0152;Anggun Wardani;anggunwardani485@gmail.com;82234270866;Balikpapan;Kalimantan Timur;22/12/2023;Female;18-24
CUST0153;Fitri Hasanah;fitrihasanah945@gmail.com;85751830469;Pontianak;Kalimantan Barat;22/03/2021;Female;35-44
CUST0154;Sonia Sari;soniasari223@gmail.com;85735403317;Palembang;Sumatera Selatan;25/11/2024;Female;25-34
CUST0155;Anggi Tarigan;anggitarigan795@outlook.com;85267854458;Pekanbaru;Riau;13/08/2023;Female;18-24
CUST0156;Putra Putri;putraputri380@yahoo.com;85360932048;Manado;Sulawesi Utara;01/04/2024;Male;35-44
CUST0157;Sari Hasanah;sarihasanah389@yahoo.com;;Yogyakarta;DI Yogyakarta;23/12/2022;Female;18-24
CUST0158;Indra Wardani;indrawardani658@gmail.com;81280100623;Bandung;Jawa Barat;19/12/2024;Male;18-24
CUST0159;Vivi Ramadhan;viviramadhan633@gmail.com;89597700886;Jakarta;DKI Jakarta;04/02/2021;Female;25-34
CUST0160;Yuli Wijaya;yuliwijaya833@gmail.com;89662118233;Pontianak;Kalimantan Barat;15/12/2023;Female;25-34
CUST0161;Cinta Nugroho;cintanugroho983@outlook.com;85679334101;Depok;Jawa Barat;16/02/2023;Female;25-34
CUST0162;Vania Saputra;vaniasaputra85@yahoo.com;85765918033;Manado;Sulawesi Utara;01/09/2023;Female;25-34
CUST0163;Bintang Rahmawati;bintangrahmawati578@gmail.com;89502503926;Bandung;Jawa Barat;05/09/2022;Male;18-24
CUST0164;Anggun Sembiring;anggunsembiring394@outlook.com;89621850163;Bandung;Jawa Barat;29/11/2022;Female;25-34
CUST0165;Teguh Iskandar;teguhiskandar31@outlook.com;89547735866;Yogyakarta;DI Yogyakarta;24/10/2024;Male;25-34
CUST0166;Vera Cahyani;veracahyani818@outlook.com;82211426265;Tangerang;Banten;07/08/2021;Female;18-24
CUST0167;Rio Ramadhan;rioramadhan105@outlook.com;82112678886;Medan;Sumatera Utara;23/02/2021;Male;18-24
CUST0168;Teguh Utami;teguhutami885@outlook.com;85604661839;Banjarmasin;Kalimantan Selatan;14/12/2021;Male;35-44
CUST0169;Tika Yulianti;tikayulianti505@outlook.com;82112646471;Tangerang;Banten;31/05/2022;Female;45+
CUST0170;Indra Utami;indrautami201@gmail.com;85712406596;Bekasi;Jawa Barat;21/06/2023;Male;25-34
CUST0171;Maulana Utami;maulanautami308@yahoo.com;85393752654;Pekanbaru;Riau;25/03/2024;Male;35-44
CUST0172;Tika Iskandar;tikaiskandar117@outlook.com;87839828073;Padang;Sumatera Barat;20/08/2022;Female;35-44
CUST0173;Mega Manurung;megamanurung649@yahoo.com;85234266179;Pekanbaru;Riau;07/04/2024;Female;25-34
CUST0174;Alya Halim;alyahalim38@gmail.com;85389113529;Surabaya;Jawa Timur;28/02/2024;Female;45+
CUST0175;Aditya Hasanah;adityahasanah109@gmail.com;81214388899;Palembang;Sumatera Selatan;02/07/2023;Male;25-34
CUST0176;Nabila Sari;nabilasari155@gmail.com;85307146112;Tangerang;Banten;01/10/2022;Female;25-34
CUST0177;Bagus Pohan;baguspohan488@outlook.com;81377514010;Bekasi;Jawa Barat;20/08/2024;Male;18-24
CUST0178;Kevin Suryadi;kevinsuryadi179@gmail.com;85825867362;Yogyakarta;DI Yogyakarta;04/08/2024;Male;35-44
CUST0179;Ratna Cahyani;ratnacahyani461@yahoo.com;87866033419;Medan;Sumatera Utara;05/01/2024;Female;18-24
CUST0180;Vivi Kurniawan;vivikurniawan687@outlook.com;85785969691;Tangerang;Banten;22/12/2022;Female;35-44
CUST0181;Bintang Yulianti;bintangyulianti605@gmail.com;81325134125;Makassar;Sulawesi Selatan;13/11/2023;Male;25-34
CUST0182;Irfan Saputri;irfansaputri191@gmail.com;85782827422;Bekasi;Jawa Barat;13/07/2023;Male;25-34
CUST0183;Budi Manurung;budimanurung200@yahoo.com;;Yogyakarta;DI Yogyakarta;19/06/2021;Male;25-34
CUST0184;Doni Fauzi;donifauzi282@gmail.com;82284279788;Medan;Sumatera Utara;18/03/2024;Male;18-24
CUST0185;Faisal Sembiring;faisalsembiring779@gmail.com;89678361340;Padang;Sumatera Barat;23/06/2022;Male;25-34
CUST0186;Rio Kurniawan;riokurniawan215@yahoo.com;89695962923;Semarang;Jawa Tengah;02/05/2021;Male;25-34
CUST0187;Olivia Sembiring;oliviasembiring332@yahoo.com;89644948126;Surabaya;Jawa Timur;22/07/2022;Female;35-44
CUST0188;Wulan Suryadi;wulansuryadi729@yahoo.com;85336729466;Padang;Sumatera Barat;04/06/2021;Female;25-34
CUST0189;Bambang Iskandar;bambangiskandar768@gmail.com;85257759017;Tangerang;Banten;10/05/2021;Male;35-44
CUST0190;Lia Susanti;liasusanti275@gmail.com;85345892975;Surabaya;Jawa Timur;05/04/2021;Female;18-24
CUST0191;Anton Wijaya;antonwijaya952@gmail.com;82177063242;Denpasar;Bali;11/07/2021;Male;35-44
CUST0192;Kirana Maharani;kiranamaharani406@gmail.com;89543611037;Bandung;Jawa Barat;29/09/2021;Female;25-34
CUST0193;Selvi Saputra;selvisaputra713@gmail.com;85316271361;Medan;Sumatera Utara;31/07/2021;Female;25-34
CUST0194;Fajar Saputri;fajarsaputri657@yahoo.com;89521890927;Tangerang;Banten;13/03/2022;Male;25-34
CUST0195;Mega Cahyani;megacahyani881@gmail.com;82211219656;Bekasi;Jawa Barat;14/10/2021;Female;18-24
CUST0196;Hadi Tarigan;haditarigan615@gmail.com;89694043898;Semarang;Jawa Tengah;14/03/2023;Male;25-34
CUST0197;Anggi Manurung;anggimanurung116@gmail.com;82279180552;Depok;Jawa Barat;10/03/2024;Female;25-34
CUST0198;Mira Pohan;mirapohan18@gmail.com;;Malang;Jawa Timur;11/07/2024;Female;35-44
CUST0199;Yoga Iskandar;yogaiskandar656@gmail.com;85889241418;Semarang;Jawa Tengah;15/11/2021;Male;25-34
CUST0200;Vania Hidayat;vaniahidayat716@outlook.com;85630316179;Pontianak;Kalimantan Barat;23/04/2021;Female;25-34
CUST0201;Kevin Wardani;kevinwardani13@gmail.com;89620275884;Yogyakarta;DI Yogyakarta;01/02/2023;Male;18-24
CUST0202;Bayu Kurniawan;bayukurniawan344@gmail.com;85648149177;Banjarmasin;Kalimantan Selatan;08/01/2023;Male;18-24
CUST0203;Reza Ramadhan;rezaramadhan262@yahoo.com;81391380003;Surabaya;Jawa Timur;25/08/2023;Male;25-34
CUST0204;Adi Pratama;adipratama823@gmail.com;89663536541;Manado;Sulawesi Utara;03/02/2023;Male;18-24
CUST0205;Agus Wardani;aguswardani824@yahoo.com;85806174451;Balikpapan;Kalimantan Timur;25/07/2023;Male;18-24
CUST0206;Risma Yulianti;rismayulianti249@gmail.com;85759738320;Bogor;Jawa Barat;18/02/2021;Female;18-24
CUST0207;Alya Saputra;alyasaputra2@outlook.com;89564138367;Surabaya;Jawa Timur;19/10/2021;Female;35-44
CUST0208;Diah Hutapea;diahhutapea718@gmail.com;;Manado;Sulawesi Utara;08/03/2024;Female;18-24
CUST0209;Fajar Suryadi;fajarsuryadi268@outlook.com;85365574313;Makassar;Sulawesi Selatan;12/04/2024;Male;18-24
CUST0210;Selvi Simbolon;selvisimbolon417@outlook.com;81385374741;Bandung;Jawa Barat;19/11/2021;Female;35-44
CUST0211;Fatimah Utami;fatimahutami221@gmail.com;85321356804;Denpasar;Bali;23/12/2021;Female;18-24
CUST0212;Selvi Tarigan;selvitarigan256@gmail.com;81371210032;Semarang;Jawa Tengah;01/04/2023;Female;25-34
CUST0213;Maulana Nugroho;maulananugroho601@gmail.com;85210137215;Medan;Sumatera Utara;29/03/2021;Male;45+
CUST0214;Risma Tanjung;rismatanjung509@gmail.com;81266253244;Padang;Sumatera Barat;01/11/2021;Female;18-24
CUST0215;Hadi Fauzi;hadifauzi422@gmail.com;85870146263;Banjarmasin;Kalimantan Selatan;26/05/2022;Male;25-34
CUST0216;Andi Saputri;andisaputri492@outlook.com;85875985642;Jakarta;DKI Jakarta;16/10/2022;Male;25-34
CUST0217;Vera Rahmawati;verarahmawati829@gmail.com;85785932133;Denpasar;Bali;29/12/2023;Female;35-44
CUST0218;Agus Hartono;agushartono867@gmail.com;85652239559;Jakarta;DKI Jakarta;11/12/2024;Male;35-44
CUST0219;Irfan Anggraini;irfananggraini972@gmail.com;82278427010;Palembang;Sumatera Selatan;17/05/2024;Male;18-24
CUST0220;Siti Hasanah;sitihasanah207@gmail.com;82152500292;Medan;Sumatera Utara;14/12/2023;Female;35-44
CUST0221;Faisal Iskandar;faisaliskandar104@gmail.com;85345226752;Balikpapan;Kalimantan Timur;21/11/2024;Male;35-44
CUST0222;Nanda Hartono;nandahartono835@gmail.com;;Manado;Sulawesi Utara;08/03/2021;Male;18-24
CUST0223;Gita Hartono;gitahartono107@gmail.com;85725135521;Bekasi;Jawa Barat;04/07/2023;Female;18-24
CUST0224;Alya Hidayat;alyahidayat263@outlook.com;81300676267;Depok;Jawa Barat;21/12/2022;Female;25-34
